x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
-0.0790343,-0.26799,0,0,8.34619,28.9058,15.114,58.8006,19.529,88.5929,
-0.0790343,-0.26799,0,0,8.33652,28.9087,15.0406,58.8172,19.4447,88.611,
-0.0780338,-0.26599,0,0,8.32265,28.9128,14.9317,58.8416,19.3195,88.6378,
-0.0780335,-0.26499,0,0,8.31363,28.9149,14.8595,58.8572,19.2365,88.6549,
-0.077033,-0.26299,0,0,8.30481,28.9181,14.7878,58.8739,19.1541,88.6731,
-0.078033,-0.26299,0,0,8.29184,28.9215,14.6807,58.8974,19.0309,88.6989,
-0.077032,-0.25899,0,0,8.28133,28.9241,14.6085,58.9132,18.9481,88.7163,
-0.0760315,-0.256991,0,0,8.27104,28.9278,14.5368,58.93,18.8659,88.7346,
-0.0770315,-0.256991,0,0,8.25603,28.9318,14.4299,58.9537,18.7432,88.7605,
-0.0750303,-0.251991,0,0,8.24504,28.9349,14.3586,58.9697,18.6616,88.778,
-0.0750305,-0.252991,0,0,8.22958,28.9394,14.2527,58.9935,18.5403,88.804,
-0.0750303,-0.251991,0,0,8.21966,28.9424,14.1826,59.0095,18.4599,88.8214,
-0.0740298,-0.249991,0,0,8.20939,28.9447,14.1126,59.0244,18.3797,88.8379,
-0.07503,-0.250991,0,0,8.19969,28.9478,14.0431,59.0404,18.3,88.8553,
-0.0740291,-0.246991,0,0,8.18338,28.952,13.9383,59.0635,18.1801,88.8806,
-0.0730286,-0.244991,0,0,8.17271,28.9555,13.869,59.0796,18.1007,88.8981,
-0.0740286,-0.244991,0,0,8.16208,28.9591,13.7998,59.0957,18.0215,88.9156,
-0.0730277,-0.240992,0,0,8.14398,28.9639,13.6953,59.119,17.9022,88.941,
-0.0720272,-0.238992,0,0,8.13186,28.9669,13.626,59.1342,17.8231,88.9577,
-0.0730275,-0.239992,0,0,8.12032,28.9708,13.5572,59.1504,17.7445,88.9753,
-0.0720265,-0.235992,0,0,8.10757,28.9741,13.488,59.1657,17.6656,88.992,
-0.0720263,-0.234992,0,0,8.08747,28.9796,13.3836,59.1892,17.5469,89.0176,
-0.0710259,-0.232992,0,0,8.07416,28.984,13.3146,59.2056,17.4683,89.0353,
-0.0720259,-0.232992,0,0,8.06061,28.9875,13.2454,59.221,17.3896,89.0521,
-0.071025,-0.228992,0,0,8.04615,28.9923,13.1761,59.2375,17.3108,89.0699,
-0.0700246,-0.226992,0,0,8.02392,28.9986,13.0722,59.2612,17.193,89.0957,
-0.0710246,-0.226992,0,0,8.00945,29.0025,13.0034,59.2768,17.1149,89.1125,
-0.0700237,-0.222993,0,0,7.99379,29.0066,12.9342,59.2924,17.0366,89.1295,
-0.0700233,-0.220993,0,0,7.94564,28.9287,12.8165,59.2294,16.9069,89.0681,
-0.0690228,-0.218993,0,0,7.92862,28.9332,12.747,59.2451,16.8284,89.0852,
-0.0700228,-0.218993,0,0,7.9119,28.9377,12.6777,59.2608,16.7502,89.1021,
-0.069022,-0.214993,0,0,8.02258,29.6321,12.5734,59.285,16.6326,89.1282,
-0.0690216,-0.212993,0,0,7.95247,29.648,12.5033,59.3008,16.5537,89.1453,
-0.0690212,-0.210993,0,0,7.88275,29.6649,12.4335,59.3177,16.4752,89.1635,
-0.0690204,-0.206993,0,0,7.77714,29.6893,12.3279,59.3421,16.3567,89.1898,
-0.0670198,-0.203993,0,0,7.70698,29.7054,12.2577,59.3582,16.2781,89.207,
-0.06702,-0.204993,0,0,7.60308,29.7289,12.1538,59.3818,16.1616,89.2324,
-0.06702,-0.204993,0,0,7.53442,29.7449,12.0851,59.3978,16.0846,89.2496,
-0.06602,-0.204994,0,0,7.4666,29.761,12.0173,59.4138,16.0084,89.2668,
-0.0660204,-0.206993,0,0,7.36617,29.7835,11.9298,59.5544,15.8953,89.2912,
-0.0660206,-0.207993,0,0,7.30028,29.7994,11.8554,59.5716,15.8209,89.3083,
-0.0660206,-0.207993,0,0,7.23437,29.8144,11.781,59.5878,15.7465,89.3245,
-0.0650206,-0.207994,0,0,7.16932,29.8294,11.7075,59.604,15.673,89.3407,
-0.066021,-0.209993,0,0,7.1049,29.8433,11.6345,59.6191,15.6001,89.3559,
-0.066021,-0.209993,0,0,7.0085,29.8657,11.5253,59.6434,15.4604,89.1472,
-0.0650208,-0.208994,0,0,6.94458,29.8807,11.4529,59.6596,15.4048,89.1609,
-0.0650212,-0.210993,0,0,6.88131,29.8946,11.3811,59.6747,15.35,89.1734,
-0.0650218,-0.213993,0,0,6.78762,29.9159,11.2744,59.6978,15.2691,89.1926,
-0.0650224,-0.216993,0,0,6.72603,29.9297,11.204,59.7129,15.2162,89.2049,
-0.065023,-0.219993,0,0,6.66535,29.9424,11.1345,59.7269,15.1644,89.2162,
-0.0650239,-0.223993,0,0,6.57522,29.9633,11.0308,59.7497,15.0877,89.2349,
-0.0660247,-0.227993,0,0,6.51583,29.9759,10.9623,59.7636,15.0375,89.246,
-0.0650249,-0.228993,0,0,6.4567,29.9884,10.8939,59.7774,14.9874,89.257,
-0.066026,-0.233993,0,0,6.37014,30.008,10.7932,59.799,14.9149,89.2743,
-0.0660265,-0.235993,0,0,6.31214,30.0203,10.7257,59.8128,14.8663,89.2851,
-0.0660269,-0.237993,0,0,6.25491,30.0326,10.6589,59.8264,14.8186,89.2959,
-0.0660276,-0.240992,0,0,6.19845,30.0449,10.5927,59.8401,14.7717,89.3066,
-0.0660285,-0.244992,0,0,6.11541,30.0621,10.495,59.8594,14.7033,89.3214,
-0.0670295,-0.248992,0,0,6.06039,30.0742,10.43,59.8729,14.6582,89.3319,
-0.0670297,-0.249992,0,0,6.00548,30.0852,10.365,59.8854,14.6132,89.3413,
-0.0670307,-0.253992,0,0,5.92393,30.1022,10.2683,59.9045,14.5467,89.3558,
-0.0660314,-0.256992,0,0,5.87101,30.1131,10.2051,59.9169,14.5039,89.365,
-0.0670329,-0.262992,0,0,5.81926,30.1238,10.1429,59.9291,14.4627,89.374,
-0.0670341,-0.267991,0,0,5.7431,30.1383,10.0508,59.9459,14.4024,89.3859,
-0.0670354,-0.272991,0,0,5.69391,30.1478,9.99073,59.957,14.3641,89.3937,
-0.0680367,-0.277991,0,0,5.64539,30.1572,9.93117,59.968,14.3266,89.4013,
-0.0680372,-0.279991,0,0,5.59744,30.1666,9.87204,59.979,14.2897,89.4089,
-0.0680386,-0.284991,0,0,5.5267,30.1805,9.78436,59.9953,14.2358,89.42,
-0.0680397,-0.288991,0,0,5.48035,30.1887,9.72654,60.0051,14.2008,89.4263,
-0.0680411,-0.293991,0,0,5.43538,30.1967,9.66993,60.0149,14.1675,89.4325,
-0.0680433,-0.30199,0,0,5.37011,30.2081,9.58681,60.0288,14.12,89.4409,
-0.068045,-0.30799,0,0,5.32855,30.2148,9.53307,60.0372,14.0907,89.4457,
-0.0690471,-0.31499,0,0,5.28828,30.2223,9.48033,60.0466,14.0629,89.4512,
-0.0690486,-0.31999,0,0,5.24889,30.2278,9.42833,60.0539,14.0361,89.4546,
-0.0700505,-0.325989,0,0,5.21048,30.2342,9.37707,60.062,14.0105,89.4588,
-0.0700517,-0.329989,0,0,5.15374,30.2426,9.3008,60.0732,13.9731,89.4641,
-0.070053,-0.333989,0,0,5.11673,30.2477,9.2506,60.0803,13.9492,89.4671,
-0.0710545,-0.338989,0,0,5.0804,30.2537,9.20088,60.0882,13.9262,89.4709,
-0.0700562,-0.343989,0,0,5.02743,30.2607,9.12766,60.0981,13.8933,89.4746,
-0.0710591,-0.352988,0,0,4.99395,30.2644,9.08036,60.1038,13.8737,89.4761,
-0.0710608,-0.357988,0,0,4.96208,30.268,9.03439,60.1094,13.8559,89.4774,
-0.0710636,-0.365988,0,0,4.83011,29.7098,8.89198,59.5526,13.7345,88.9174,
-0.0710664,-0.373987,0,0,4.7871,29.6161,8.83623,59.4608,13.7043,88.8217,
-0.0720692,-0.381987,0,0,4.76085,29.6201,8.79496,59.467,13.6931,88.8232,
-0.0720718,-0.388987,0,0,4.72298,29.6255,8.73415,59.4757,13.678,88.8249,
-0.0730748,-0.396986,0,0,4.69913,29.6292,8.6947,59.4816,13.6698,88.826,
-0.0740767,-0.401986,0,0,4.68727,29.751,8.65549,59.4874,13.6622,88.827,
-0.073077,-0.402986,0,0,4.64833,29.7569,8.61657,59.4933,13.6548,88.828,
-0.0740813,-0.413985,0,0,4.59226,29.7659,8.56065,59.5022,13.6476,88.8295,
-0.0750836,-0.419985,0,0,4.55575,29.7714,8.51667,59.2714,13.6441,88.83,
-0.0750844,-0.421985,0,0,4.50171,29.7792,8.51207,59.2716,13.6395,88.8302,
-0.074084,-0.420985,0,0,4.46624,29.7847,8.5095,59.2721,13.6369,88.8307,
-0.0730856,-0.424985,0,0,4.43275,29.7892,8.50926,59.2715,13.6367,88.83,
-0.0740901,-0.435985,0,0,4.38613,29.7966,8.51374,59.2711,13.6414,88.8296,
-0.0730905,-0.436985,0,0,4.35678,29.8009,8.51851,59.2701,13.6462,88.8286,
-0.073093,-0.442985,0,0,4.32908,29.8051,8.52547,59.2689,13.6532,88.8274,
-0.0730951,-0.447984,0,0,4.30255,29.8081,8.53394,59.2666,13.6617,88.8251,
-0.0720981,-0.454984,0,0,4.26614,29.8141,8.5507,59.2644,13.6786,88.8229,
-0.072102,-0.463984,0,0,4.2449,29.8169,8.56574,59.2616,13.6938,88.8201,
-0.0731056,-0.471984,0,0,4.22575,29.8195,8.58349,59.2586,13.7022,88.7188,
-0.073106,-0.472984,0,0,4.20691,29.8222,8.60155,59.2556,13.7357,88.713,
-0.0731078,-0.476983,0,0,4.1793,29.8265,8.62966,59.2514,13.7872,88.7046,
-0.0721091,-0.479984,0,0,4.1622,29.8291,8.65,59.2482,13.8233,88.6985,
-0.0721133,-0.488983,0,0,4.14756,29.8304,8.67358,59.2437,13.863,88.691,
-0.0721189,-0.500983,0,0,4.12945,29.8331,8.71404,59.2374,13.9281,88.6803,
-0.0731242,-0.511982,0,0,4.11991,29.8351,8.74453,59.2332,13.9755,88.673,
-0.0731261,-0.515982,0,0,4.11134,29.836,8.77618,59.2279,14.0241,88.6646,
-0.0741285,-0.520982,0,0,4.1031,29.8367,8.80857,59.2225,14.0735,88.6561,
-0.073129,-0.521982,0,0,4.09115,29.8379,8.85748,59.2144,14.148,88.6433,
-0.073133,-0.529982,0,0,4.08519,29.8386,8.89286,59.2087,14.2008,88.6344,
-0.073137,-0.537981,0,0,4.08149,29.8391,8.93114,59.2027,14.2567,88.6253,
-0.0741416,-0.546981,0,0,4.07917,29.8394,8.97152,59.1965,14.3151,88.6158,
-0.0741432,-0.549981,0,0,4.07687,29.8398,9.0335,59.187,14.4041,88.6014,
-0.0751453,-0.55398,0,0,4.07546,29.84,9.0753,59.1806,14.464,88.5917,
-0.0751447,-0.55298,0,0,4.07346,29.8393,9.11628,59.1733,14.523,88.581,
-0.0751452,-0.55398,0,0,4.04863,29.6054,9.17791,59.1637,14.6118,88.5665,
-0.0751463,-0.55598,0,0,4.09003,29.599,9.21934,59.1572,14.6714,88.5567,
-0.0761484,-0.55998,0,0,4.13183,29.5924,9.26119,59.1506,14.7316,88.5468,
-0.0761478,-0.55898,0,0,4.19349,29.5825,9.32284,59.1408,14.8206,88.532,
-0.0761484,-0.55998,0,0,4.23459,29.5759,9.36395,59.1341,14.8801,88.522,
-0.0771499,-0.562979,0,0,4.27604,29.4525,9.40544,59.0108,14.9474,88.394,
-0.0771494,-0.56198,0,0,4.31596,29.4469,9.44534,59.0051,15.0057,88.3849,
-0.0781504,-0.563979,0,0,4.35543,29.4411,9.48484,58.9994,15.0637,88.3758,
-0.0771478,-0.55898,0,0,4.41189,29.4312,9.53195,58.8912,15.1475,88.3609,
-0.0781509,-0.564979,0,0,4.45093,29.4254,9.58959,58.882,15.2052,88.3517,
-0.0791504,-0.563979,0,0,4.48871,29.4197,9.64584,58.8729,15.2614,88.3426,
-0.0781462,-0.555979,0,0,4.52382,29.4142,9.69909,58.8641,15.3146,88.3338,
-0.0791451,-0.553979,0,0,4.57562,29.4064,9.77818,58.8513,15.3936,88.3211,
-0.078142,-0.54798,0,0,4.60803,29.4011,9.8285,58.8428,15.4439,88.3126,
-0.079143,-0.549979,0,0,4.64007,29.3958,9.8786,58.8342,15.494,88.3039,
-0.0791393,-0.54298,0,0,4.68533,29.3885,9.95057,58.822,15.5659,88.2918,
-0.0791378,-0.53998,0,0,4.71388,29.3834,9.99679,58.8138,15.6121,88.2836,
-0.0801358,-0.53598,0,0,4.75427,29.3775,10.0636,58.803,15.6788,88.2728,
-0.0791317,-0.52798,0,0,4.77865,29.3728,10.1051,58.7952,15.7202,88.265,
-0.0801312,-0.52698,0,0,4.80196,29.3691,10.1458,58.7884,15.7608,88.2582,
-0.0801282,-0.52098,0,0,4.82298,29.3657,10.1838,58.7818,15.7988,88.2516,
-0.0791248,-0.513981,0,0,4.85189,29.3607,10.2379,58.7722,15.8567,88.2849,
-0.0801253,-0.514981,0,0,4.87096,29.3574,10.2739,58.7658,15.8854,88.2799,
-0.0801228,-0.509981,0,0,4.88824,29.3542,10.3079,58.7597,15.9121,88.275,
-0.08012,-0.503981,0,0,4.91086,29.3497,10.3553,58.7507,15.9487,88.268,
-0.0801176,-0.498981,0,0,4.92439,29.3469,10.3851,58.7449,15.9714,88.2636,
-0.0801152,-0.493981,0,0,4.93638,29.3452,10.4133,58.7402,15.9925,88.2602,
-0.0801129,-0.488982,0,0,4.94649,29.3427,10.4394,58.7348,16.0116,88.2561,
-0.0791106,-0.483982,0,0,4.95972,29.3401,10.4764,58.7278,16.0383,88.2511,
-0.080111,-0.484982,0,0,4.96837,29.3376,10.501,58.7225,16.056,88.2471,
-0.0791088,-0.479982,0,0,4.97641,29.3364,10.5247,58.7184,16.0729,88.2442,
-0.0791092,-0.480982,0,0,4.9847,29.3341,10.5488,58.7132,16.0902,88.2403,
-0.0791092,-0.480982,0,0,5.0352,29.5741,10.6191,58.9497,16.152,88.4784,
-0.0791092,-0.480982,0,0,5.04093,29.4729,10.6554,58.9429,16.178,88.4735,
-0.0791092,-0.480982,0,0,5.06518,29.4687,10.6796,58.9387,16.1955,88.4706,
-0.0791087,-0.479982,0,0,5.08923,29.4646,10.7036,58.9345,16.2127,88.4677,
-0.0791082,-0.478982,0,0,5.12475,29.4589,10.7392,58.9288,16.238,88.4639,
-0.0791078,-0.477982,0,0,5.14786,29.4538,10.7623,58.9238,16.2543,88.4601,
-0.0791073,-0.476982,0,0,5.17079,29.4497,10.7852,58.9197,16.2705,88.4573,
-0.0791069,-0.475982,0,0,5.19334,29.4457,10.8077,58.9157,16.2863,88.4545,
-0.0791064,-0.474982,0,0,5.21552,29.4417,10.8299,58.9117,16.3017,88.4518,
-0.0791055,-0.472982,0,0,5.24785,29.4363,10.8622,58.9063,16.3239,88.4483,
-0.0791046,-0.470982,0,0,5.26871,29.4324,10.883,58.9024,16.338,88.4457,
-0.0791037,-0.468983,0,0,5.28882,29.4286,10.9031,58.8986,16.3514,88.4431,
-0.0791028,-0.466983,0,0,5.30818,29.4249,10.9224,58.8949,16.3641,88.4406,
-0.0791015,-0.463983,0,0,5.33583,29.42,10.95,58.89,16.3818,88.4375,
-0.079101,-0.462983,0,0,5.35352,29.4174,10.9677,58.8874,16.3929,88.4362,
-0.0791002,-0.460983,0,0,5.37045,29.4139,10.9846,58.8839,16.4033,88.4339,
-0.0790989,-0.457983,0,0,5.39473,29.4103,11.0129,58.923,16.4177,88.4321,
-0.079098,-0.455983,0,0,5.4098,29.4069,11.0215,58.9209,16.4262,88.43,
-0.0790976,-0.454983,0,0,5.4245,29.4046,11.0297,58.9198,16.4345,88.429,
-0.0790967,-0.452983,0,0,5.44561,29.4003,11.0412,58.9173,16.4459,88.4264,
-0.0790963,-0.451983,0,0,5.45938,29.3981,11.0485,58.9163,16.4532,88.4254,
-0.0790958,-0.450983,0,0,5.47278,29.3959,11.0555,58.9153,16.4602,88.4245,
-0.079095,-0.448983,0,0,5.49102,29.3918,11.0642,58.913,16.4688,88.4221,
-0.0800945,-0.447983,0,0,5.50248,29.3897,11.0692,58.9121,16.4739,88.4212,
-0.0800924,-0.442983,0,0,5.51165,29.3879,11.0721,58.9114,16.4766,88.4206,
-0.0790899,-0.436984,0,0,5.52329,29.3863,11.0743,58.9116,16.4788,88.4208,
-0.0800903,-0.437983,0,0,5.53067,29.3846,11.0755,58.9111,16.48,88.4203,
-0.0800883,-0.432984,0,0,5.53628,29.3831,11.0749,58.9107,16.4793,88.4199,
-0.0800866,-0.428984,0,0,5.54041,29.3827,11.0729,58.9115,16.4772,88.4207,
-0.079085,-0.424984,0,0,5.54498,29.3819,11.0683,58.9123,16.4726,88.4216,
-0.0800854,-0.425984,0,0,5.54825,29.3816,11.0655,58.9132,16.4698,88.4224,
-0.0800838,-0.421984,0,0,5.56847,29.4787,11.079,59.0115,16.4833,88.5208,
-0.0800826,-0.418984,0,0,5.56888,29.4786,11.0734,59.0126,16.4776,88.5219,
-0.0790814,-0.415985,0,0,5.56841,29.4792,11.064,59.0149,16.4682,88.5241,
-0.0800822,-0.417984,0,0,5.56852,29.4792,11.0582,59.016,16.4624,88.5252,
-0.080081,-0.414984,0,0,5.56742,29.4794,11.0512,59.0172,16.4554,88.5265,
-0.0790802,-0.412985,0,0,5.56473,29.4792,11.0397,59.0187,16.4438,88.5279,
-0.080081,-0.414984,0,0,5.5639,29.4803,11.033,59.0209,16.3791,88.2148,
-0.0800798,-0.411984,0,0,5.56169,29.4805,11.0249,59.0222,16.4147,88.2069,
-0.0790798,-0.411985,0,0,5.55933,29.4807,11.0167,59.0235,16.4503,88.199,
-0.0800826,-0.418984,0,0,5.55769,29.4811,11.0062,59.0256,16.5067,88.1869,
-0.0810849,-0.424984,0,0,5.55728,29.4809,10.9998,59.0264,16.5455,88.1783,
-0.0810861,-0.427984,0,0,5.55732,29.4815,10.9938,59.0282,16.5851,88.1704,
-0.0820886,-0.433983,0,0,5.55827,29.4809,10.9887,59.0288,16.6261,88.1613,
-0.0830898,-0.436983,0,0,5.55948,29.4804,10.9807,59.03,16.6877,88.1478,
-0.0840902,-0.437983,0,0,5.55942,29.4807,10.9744,59.0314,16.728,88.1394,
-0.0840898,-0.436983,0,0,5.56205,29.5237,10.9665,59.0329,16.7666,88.1311,
-0.0840906,-0.438983,0,0,5.55039,29.5258,10.9549,59.035,16.825,88.1184,
-0.0850931,-0.444982,0,0,5.54332,29.527,10.9479,59.0362,16.8653,88.1096,
-0.0850943,-0.447982,0,0,5.53648,29.5281,10.9411,59.0373,16.9062,88.1007,
-0.0860969,-0.453982,0,0,5.53083,29.53,10.9355,59.0392,16.9489,88.0924,
-0.0870981,-0.456981,0,0,5.52172,29.5313,10.9264,59.0404,17.0127,88.0783,
-0.087099,-0.458981,0,0,5.51563,29.532,10.9204,59.0412,17.0554,88.0688,
-0.0871007,-0.462981,0,0,5.51038,29.5336,10.9152,59.0428,17.0994,88.0599,
-0.0891033,-0.46898,0,0,5.50314,29.5343,10.908,59.0434,17.1671,88.0448,
-0.0891033,-0.46898,0,0,5.49699,29.5357,10.9019,59.0448,17.2108,88.0357,
-0.0901042,-0.47098,0,0,5.49077,29.537,10.8957,59.0461,17.2548,88.0264,
-0.0901046,-0.47198,0,0,5.48009,29.5395,10.885,59.0486,17.3193,88.013,
-0.0901064,-0.47598,0,0,5.47351,29.5406,10.8785,59.0497,17.3635,88.0035,
-0.0911095,-0.482979,0,0,5.46831,29.5416,10.8734,59.0507,17.4097,87.9936,
-0.0921113,-0.486979,0,0,5.46077,29.5423,10.8659,59.0514,17.4799,87.978,
-0.0921122,-0.488979,0,0,5.4552,29.5441,10.8604,59.0531,17.5264,87.9687,
-0.093115,-0.494978,0,0,5.45031,29.5446,10.8556,59.0537,17.5742,87.9581,
-0.0941159,-0.496978,0,0,5.44544,29.5451,10.8507,59.0541,17.6222,87.9475,
-0.0941164,-0.497978,0,0,5.4368,29.5473,10.8421,59.0563,17.6929,87.9329,
-0.0941182,-0.501978,0,0,5.43158,29.5476,10.8369,59.0566,17.7411,87.922,
-0.0951211,-0.507977,0,0,5.4279,29.5487,10.82,58.733,17.7916,87.9117,
-0.095122,-0.509977,0,0,5.42257,29.5493,10.8959,58.7165,17.8674,87.8952,
-0.0951225,-0.510977,0,0,5.41973,29.5504,10.9473,58.706,17.9189,87.8847,
-0.095123,-0.511977,0,0,5.41706,29.5504,10.999,58.6946,17.9706,87.8733,
-0.0951239,-0.513977,0,0,5.41371,29.5508,11.0774,58.6778,18.049,87.8565,
-0.0951244,-0.514977,0,0,5.41212,29.5517,11.1305,58.6672,18.1021,87.8459,
-0.0951248,-0.515977,0,0,5.41072,29.5516,11.1838,58.6555,18.1554,87.8342,
-0.0951253,-0.516977,0,0,5.40176,29.5106,11.2549,58.5976,18.2266,87.7763,
-0.0951258,-0.517977,0,0,5.40108,29.5104,11.3092,58.5858,18.2809,87.7645,
-0.0951263,-0.518977,0,0,5.40076,29.5102,11.3639,58.574,18.3356,87.7527,
-0.0951272,-0.520977,0,0,5.40099,29.5099,11.4193,58.5621,18.391,87.7408,
-0.0951277,-0.521977,0,0,5.40247,29.5099,11.5039,58.5446,18.4757,87.7233,
-0.0951282,-0.522977,0,0,5.40377,29.5096,11.5607,58.5325,18.5325,87.7112,
-0.0951291,-0.524977,0,0,5.40562,29.5092,11.6183,58.5204,18.59,87.699,
-0.0951301,-0.526977,0,0,5.40964,29.509,11.7061,58.5025,18.6779,87.6811,
-0.0951311,-0.528976,0,0,5.41311,29.5084,11.7658,58.4901,18.7376,87.6687,
-0.0961321,-0.530976,0,0,5.4163,29.5078,11.8253,58.4776,18.7972,87.6562,
-0.0951316,-0.529976,0,0,5.42018,29.5065,11.9133,58.4585,18.8851,87.6372,
-0.096133,-0.532976,0,0,5.4241,29.5058,11.9738,58.4459,18.9456,87.6246,
-0.0961325,-0.531976,0,0,5.4286,29.5054,12.0628,58.4276,19.0347,87.6063,
-0.095132,-0.530976,0,0,5.43175,29.5048,12.1223,58.4152,19.0941,87.5938,
-0.0951345,-0.535976,0,0,5.4366,29.504,12.184,58.4024,19.1559,87.581,
-0.096137,-0.540976,0,0,5.44243,29.503,12.2473,58.3893,19.2193,87.5679,
-0.096137,-0.540976,0,0,5.45098,29.5011,12.3418,58.3693,19.3138,87.5479,
-0.0961375,-0.541976,0,0,5.43347,29.1776,12.4055,58.3562,19.3775,87.5348,
-0.097138,-0.542975,0,0,5.49678,29.1644,12.4688,58.343,19.4408,87.5216,
-0.0971364,-0.539975,0,0,5.58863,29.1444,12.5606,58.323,19.5326,87.5017,
-0.0971354,-0.537976,0,0,5.6488,29.1325,12.6207,58.3111,19.5927,87.4897,
-0.0971344,-0.535976,0,0,5.7378,29.1138,12.7097,58.2924,19.6816,87.471,
-0.0981344,-0.535975,0,0,5.79608,29.1009,12.768,58.2796,19.7399,87.4582,
-0.0971324,-0.531976,0,0,5.85244,29.0893,12.8243,58.268,19.7962,87.4466,
-0.0981334,-0.533976,0,0,5.90905,29.0776,12.8809,58.2562,19.8528,87.4349,
-0.0981319,-0.530976,0,0,5.9642,29.066,12.936,58.2447,19.9079,87.4233,
-0.0981303,-0.527976,0,0,6.04408,29.0489,13.0159,58.2276,19.9877,87.4062,
-0.0981298,-0.526976,0,0,6.09662,29.0375,13.0684,58.2162,20.0402,87.3948,
-0.0991283,-0.523976,0,0,6.17311,29.0216,13.1449,58.2002,20.1166,87.3789,
-0.0991264,-0.519976,0,0,6.2216,29.0115,13.1933,58.1902,20.165,87.3689,
-0.100125,-0.516976,0,0,6.26748,29.0007,13.2391,58.1794,20.2108,87.3581,
-0.100122,-0.510976,0,0,6.3103,28.9912,13.2819,58.17,20.2534,87.3487,
-0.100118,-0.502976,0,0,6.36986,28.978,13.3413,58.1568,20.3128,87.3355,
-0.100116,-0.497977,0,0,6.40636,28.9702,13.3777,58.149,20.3491,87.3277,
-0.100114,-0.494977,0,0,6.44102,28.9626,13.4124,58.1414,20.3837,87.3201,
-0.100112,-0.489977,0,0,6.49057,28.9515,13.4619,58.1302,20.4331,87.309,
-0.100111,-0.487977,0,0,6.52223,28.9442,13.4935,58.123,20.4647,87.3018,
-0.100109,-0.483977,0,0,6.56685,28.9335,13.538,58.1123,20.5092,87.2911,
-0.100109,-0.482977,0,0,6.59544,28.9275,13.5666,58.1063,20.5378,87.2851,
-0.100108,-0.481977,0,0,6.62356,28.9205,13.5947,58.0993,20.5659,87.2781,
-0.100108,-0.479978,0,0,6.66442,28.9112,13.6356,58.09,20.6067,87.2688,
-0.101108,-0.479977,0,0,6.76777,29.2272,13.7389,58.406,20.71,87.5848,
-0.101106,-0.476978,0,0,6.79231,29.2215,13.7634,58.4004,20.7345,87.5792,
-0.101105,-0.473978,0,0,6.81569,29.216,13.7867,58.3949,20.7578,87.5737,
-0.102103,-0.468978,0,0,6.84731,29.2085,13.8183,58.3874,20.8183,87.9763,
-0.100099,-0.459979,0,0,6.8651,29.2038,13.836,58.3827,20.773,87.9844,
-0.100098,-0.457979,0,0,6.8833,29.2001,13.8541,58.379,20.7286,87.9935,
-0.100096,-0.453979,0,0,6.89938,29.1957,13.8702,58.3746,20.6826,88.0017,
-0.0990932,-0.446979,0,0,6.92096,29.1911,13.8916,58.37,20.6123,88.0158,
-0.0980915,-0.44298,0,0,6.93446,29.1873,13.9051,58.3662,20.5653,88.0243,
-0.0980903,-0.43998,0,0,6.94829,29.1846,13.9189,58.3636,20.5188,88.0338,
-0.0980886,-0.43598,0,0,6.96055,29.1812,13.9311,58.3602,20.4715,88.0426,
-0.0970854,-0.427981,0,0,6.97588,29.1772,13.9463,58.3562,20.3987,88.0564,
-0.0960834,-0.422981,0,0,6.98532,29.1755,13.9557,58.3545,20.3502,88.0665,
-0.0950818,-0.418981,0,0,6.99415,29.173,13.9644,58.352,20.3016,88.0757,
-0.0950814,-0.417981,0,0,7.00355,29.1715,13.9738,58.3505,20.2538,88.0859,
-0.0950799,-0.413982,0,0,7.01549,29.1677,13.9857,58.3467,20.1807,88.0993,
-0.0940776,-0.407982,0,0,7.02195,29.1668,13.9921,58.3459,20.1312,88.1098,
-0.0940761,-0.403982,0,0,7.02735,29.1652,13.9974,58.3442,20.0813,88.1194,
-0.0920734,-0.396983,0,0,7.03364,29.1637,14.0036,58.3428,20.0058,88.1346,
-0.0920731,-0.395983,0,0,7.03837,29.1625,14.0084,58.3416,19.9564,88.1444,
-0.0920719,-0.392983,0,0,7.04268,29.1615,14.0126,58.3406,19.9069,88.1543,
-0.0910701,-0.387984,0,0,7.04563,29.1607,14.0155,58.3398,19.8566,88.1643,
-0.0900687,-0.383984,0,0,7.04991,29.1603,14.0197,58.3395,19.7818,88.18,
-0.089068,-0.381984,0,0,7.05289,29.1589,14.0227,58.3381,19.7326,88.1892,
-0.0890676,-0.380984,0,0,7.05689,29.1585,14.0267,58.3376,19.6843,88.1994,
-0.0880665,-0.377985,0,0,7.0623,29.1567,14.032,58.3358,19.6121,88.2134,
-0.0880662,-0.376985,0,0,7.06598,29.1565,14.0357,58.3357,19.5642,88.2237,
-0.0870648,-0.372985,0,0,7.06975,29.1556,14.0394,58.3348,19.5169,88.2332,
-0.0860641,-0.370985,0,0,7.07339,29.1538,14.043,58.333,19.4698,88.2417,
-0.0860641,-0.370985,0,0,7.08074,29.1526,14.0504,58.3318,19.401,88.256,
-0.0860627,-0.366985,0,0,7.08496,29.152,14.0545,58.3312,19.3549,88.2656,
-0.0850606,-0.360986,0,0,7.08714,29.1507,14.0566,58.33,19.3075,88.2744,
-0.0850593,-0.356986,0,0,7.08872,29.1507,14.0582,58.3299,19.26,88.2843,
-0.0840576,-0.351986,0,0,7.0893,29.1501,14.0587,58.3293,19.1883,88.2984,
